,Text,Time_Diff_seconds
594,"['Better-looking bitches', ""than you're used to, Uncle.""]",2.835
595,"[""My mother's been"", 'looking for you.']",2.601
596,"['We ride for', ""King's Landing today.""]",2.368
597,"['Before you go, you will call', 'on Lord and Lady Stark']",3.102
598,"['and offer', 'your sympathies.']",2.068
599,"['What good will', 'my sympathies do them?']",2.936
600,"['None. But it is', 'expected of you.']",2.836
601,"['Your absence has', 'already been noted.']",2.101
602,"['The boy means', 'nothing to me.']",2.135
603,"[""And I can't stand"", 'the wailing of women.']",2.435
604,"[""One word and I'll"", 'hit you again.']",1.901
605,"[""I'm telling mother!""]",1.768
606,"['Go!', 'Tell her.']",2.602
607,"['But first you will get', 'to Lord and Lady Stark']",2.101
608,"['and you will fall on your knees', 'in front of them']",2.001
609,"['and tell them how very sorry you are,', 'that you are at their service,']",2.835
610,"['and that all your prayers are with them.', 'Do you understand?']",3.47
611,"[""You can't--""]",2.168
612,['Do you understand?'],1.567
613,"['The prince will', 'remember that, little lord.']",2.168
614,['I hope so.'],2.001
615,"['If he forgets, be a good dog', 'and remind him.']",3.502
616,"['Ah.', 'Time for breakfast.']",3.136
617,"['Bread.', 'And two of those little fish.']",3.136
618,"['And a mug of dark beer', 'to wash it down.']",3.403
619,"['And bacon,', 'burned black.']",2.068
620,['Hyah.'],1.968
621,"['- Little brother.', '- Beloved siblings.']",3.002
622,['Is Bran going to die?'],2.001
623,['Apparently not.'],2.101
624,"['- What do you mean?', '- The Maester says the boy may live.']",3.602
625,"[""It's no mercy, letting a child"", 'linger in such pain.']",3.069
626,"['Only the gods', 'know for certain.']",1.768
627,"['All the rest of us', 'can do is pray.']",2.535
628,"['The charms of the north', 'seem entirely lost on you.']",2.568
629,"[""I still can't believe"", ""you're going.""]",1.935
630,"[""It's ridiculous"", 'even for you.']",2.001
631,"[""Where's your sense"", 'of wonder?']",1.734
632,"['The greatest structure ever built,', ""the intrepid men of The Night's Watch,""]",4.203
633,"['the wintry abode', 'of the White Walkers.']",2.535
634,"[""Tell me you're not thinking"", 'of taking the black.']",2.935
635,"['And go celibate?', 'The whores would go begging']",2.901
636,['from Dorne to Casterly Rock.'],2.101
637,"['No, I just want to stand', 'on top of the wall']",1.968
638,"['and piss off', 'the edge of the world.']",2.101
639,"[""The children don't need"", 'to hear your filth.']",2.668
640,['Come.'],1.834
641,"['Even if the boy lives,', ""he'll be a cripple, a grotesque.""]",3.413
642,"['Give me a good', 'clean death any day.']",3.186
643,"['Speaking for the grotesques,', ""I'd have to disagree.""]",3.269
644,"['Death is so final,', 'whereas life...']",3.202
645,"['Ah, life is full', 'of possibilities.']",2.001
646,['I hope the boy does wake.'],1.5
647,"[""I'd be very interested"", 'to hear what he has to say.']",2.601
648,"['My dear brother,']",1.867
649,"['there are times you make me', ""wonder whose side you're on.""]",2.668
650,"['My dear brother,', 'you wound me.']",2.334
651,"['You know how much', 'I love my family.']",2.568
652,['Please.'],1.234
653,"['Oh, I would have', 'dressed, your Grace.']",3.402
654,"['This is your home.', ""I'm your guest.""]",2.468
655,"[""Handsome one, isn't he?""]",2.034
656,"['I lost my first boy,', 'a little black-haired beauty.']",4.804
657,['He was a fighter too--'],3.102
658,"['tried to beat the fever', 'that took him.']",3.336
659,['Forgive me.'],2.235
660,"[""It's the last thing you"", 'need to hear right now.']",2.001
661,['I never knew.'],2.234
662,['It was years ago.'],1.834
663,"['Robert was crazed, beat', 'his hands bloody on the wall,']",2.969
664,"['all the things men do to show', 'you how much they care.']",3.837
665,"['The boy looked', 'just like him.']",2.201
666,['Such a little thing...'],2.701
667,['A bird without feathers.'],2.835
668,"['They came to take his body away', 'and Robert held me.']",4.837
669,"['I screamed and I battled,', 'but he held me.']",2.133
670,['That little bundle.'],2.001
671,"['They took him away', 'and I never saw him again.']",2.468
672,"['Never have visited', 'the crypt, never.']",2.334
673,"['I pray to the mother', 'every morning and night']",2.034
674,"['that she return', 'your child to you.']",2.234
675,['I am grateful.'],1.701
676,"['Perhaps this time', ""she'll listen.""]",3.069
677,['A sword for the wall?'],2.034
678,"['- I already have one.', '- Good man.']",2.602
679,"['- Have you swung it yet?', '- Of course I have.']",3.203
680,"['At someone, I mean.']",1.634
681,"[""It's a strange thing,"", 'the first time you cut a man.']",3.102
682,"[""You realize we're nothing"", 'but sacks of meat']",3.168
683,"['and blood and some bone', 'to keep it all standing.']",3.436
684,"['Let me thank you', 'ahead of time']",2.168
685,"['for guarding us all from', 'the perils beyond the wall--']",2.835
686,"['Wildlings and White Walkers', 'and whatnot.']",2.601
687,"[""We're grateful to have""]",1.634
688,"['good, strong men like you', 'protecting us.']",2.368
689,"[""We've guarded the kingdoms"", 'for 8,000 years.']",2.768
690,"['Is it ""we"" already?']",2.534
691,"['Have you taken', 'your vows then?']",1.668
692,['Soon enough.'],1.267
693,"['Give my regards', ""to The Night's Watch.""]",2.268
694,"[""I'm sure it will be thrilling"", 'to serve in such an elite force.']",3.435
695,['And if not?'],1.934
696,"[""It's only for life.""]",2.869
697,"['Thank you, Nymeria.']",2.068
698,"['Septa Mordane says', 'I have to do it again.']",2.968
699,"[""My things weren't"", 'properly folded, she says.']",2.635
700,"[""Who cares how they're folded?!""]",1.739
701,"[""They're going to get all"", 'messed up anyway.']",1.425
702,"[""It's good"", ""you've got help.""]",1.166
703,['Watch.'],1.834
704,"['Nymeria, gloves.']",1.901
705,"['- Impressive.', '- Shut up.']",2.001
706,"['Nymeria, gloves!']",2.601
707,['I have something for you.'],2.535
708,"['And it has to be packed', 'very carefully.']",2.335
709,['A present?'],1.801
710,['Close the door.'],2.102
711,['This is no toy.'],2.468
712,"[""Be careful you don't"", 'cut yourself.']",2.868
713,"[""- It's so skinny."", '- So are you.']",2.168
714,"['I had the blacksmith', 'make it for you special.']",1.867
715,"[""It won't hack"", ""a man's head off,""]",1.467
716,"['but it can poke him full', ""of holes if you're quick enough.""]",2.135
717,['I can be quick.'],1.037
718,"[""You'll have to work"", 'at it every day.']",1.696
719,['How does it feel?'],1.434
720,"['Do you like', 'the balance?']",2.669
721,['I think so.'],2.168
722,"['First lesson: Stick them', 'with the pointy end.']",2.468
723,['I know which end to use.'],2.035
724,"[""I'm going to miss you.""]",2.068
725,['Careful.'],1.434
726,"['All the best swords', 'have names, you know.']",2.935
727,"['Sansa can keep', 'her sewing needles.']",2.635
728,"[""I've got a needle"", 'of my own.']",2.135
729,"['I came to say', 'goodbye to Bran.']",2.102
730,"[""You've said it.""]",1.734
731,"['I wish I could be here', 'when you wake up.']",3.035
732,"[""I'm going north"", 'with Uncle Benjen.']",2.535
733,"[""I'm taking the black.""]",1.767
734,"['I know we always talked about', 'seeing the wall together,']",2.735
735,"[""but you'll be able to come visit me"", ""at Castle Black when you're better.""]",3.869
736,"[""I'll know my way"", 'around by then.']",2.335
737,"[""I'll be a sworn brother"", ""of The Night's Watch.""]",2.769
738,"['We can go out walking beyond the wall,', ""if you're not afraid.""]",3.035
739,['I want you'],2.234
740,['to leave.'],1.6
741,['17 years ago'],2.168
742,"['you rode off', 'with Robert Baratheon.']",2.167
743,"['You came back a year later with', ""another woman's son.""]",3.335
744,"['And now', ""you're leaving again.""]",2.702
745,['I have no choice.'],1.768
746,"[""That's what men always say"", 'when honor calls.']",3.87
747,"[""That's what you tell your families,"", 'tell yourselves.']",3.569
748,['You do have a choice.'],2.334
749,"[""And you've made it.""]",2.768
750,['Cat--'],2.034
751,"[""I can't do it, Ned.""]",2.702
752,"[""- I really can't."", '- You can.']",3.202
753,['You must.'],1.801
754,"[""You've said"", 'goodbye to Bran?']",2.535
755,"[""He's not going to die."", 'I know it.']",2.435
756,"['You Starks', 'are hard to kill.']",2.301
757,['My mother?'],1.701
758,"['- She was very kind.', '- Good.']",2.468
759,"['Next time I see you,', ""you'll be all in black.""]",2.268
760,['It was always my color.'],2.168
761,"['- Farewell, Snow.', '- And you, Stark.']",3.136
762,"[""There's great honor serving"", ""in The Night's Watch.""]",2.535
763,"['The Starks have manned the wall', 'for thousands of years.']",3.435
764,['And you are a Stark.'],2.968
765,"['You might not have my name,']",2.234
766,['but you have my blood.'],2.101
767,['Is my mother alive?'],2.401
768,"['Does she know about me?', ""Where I am, where I'm going?""]",3.203
769,['Does she care?'],2.101
770,"['The next time', 'we see each other,']",2.302
771,"[""we'll talk"", 'about your mother.']",2.335
772,['Huh?'],1.867
773,['I promise.'],2.068
774,"['Gods, this is country!']",3.002
775,"[""I've half a mind to leave them"", 'all behind and keep going.']",3.569
776,"[""I've half a mind"", 'to go with you.']",2.301
777,"['What do you say,', 'just you and me']",2.034
778,"['on the Kingsroad,', 'swords at our sides,']",2.535
779,"['a couple of tavern wenches', 'to warm our beds tonight.']",3.569
780,"['You should have', 'asked me 20 years ago.']",2.668
781,"['There were wars to fight,', 'women to marry--']",2.868
782,"['we never had the chance', 'to be young.']",2.067
783,"['I recall', 'a few chances.']",2.001
784,"['There was that one...', 'Oh, what was her name?']",2.669
785,['That common girl of yours?'],1.968
786,"['Becca? With the great big tits', 'you could bury your face in.']",2.802
787,"['Bessie.', 'She was one of yours.']",2.301
788,"['Bessie!', 'Thank the gods for Bessie']",3.636
789,['and her tits.'],2.835
790,['Yours was... Aleena?'],2.402
791,"['No. You told me once.', 'Meryl?']",3.069
792,"[""Your bastard's mother?""]",2.034
793,"['- Wylla.', ""- That's it.""]",2.268
794,"['She must have been', 'a rare wench']",2.167
795,"['to make Lord Eddard Stark', 'forget his honor.']",2.835
796,"['You never told me', 'what she looked like.']",2.235
797,['Nor will I.'],2.368
798,['We were at war.'],1.868
799,"['None of us knew if we were', 'gonna go back home again.']",2.669
800,"[""You're too hard on yourself."", 'You always have been.']",3.469
801,"[""I swear if I weren't your King,"", ""you'd have hit me already.""]",3.202
802,"['The worst thing', 'about your coronation--']",3.035
803,"[""I'll never get"", 'to hit you again.']",2.535
804,"[""Trust me, that's not"", 'the worst thing.']",2.569
805,"['There was a rider', 'in the night.']",2.035
806,"['Daenerys Targaryen has wed', 'some Dothraki horselord.']",3.503
807,"['What of it?', 'Should we send her a wedding gift?']",2.669
808,"['A knife perhaps,', 'a good sharp one,']",1.701
809,['and a bold man to wield it.'],1.934
810,"[""She's little more"", 'than a child.']",1.934
811,"['Soon enough that child will spread', 'her legs and start breeding.']",3.235
812,"[""- Tell me we're not speaking of this."", ""- Oh, it's unspeakable to you?""]",3.669
813,"['What her father did to your family--', 'that was unspeakable.']",3.87
814,"['What Rhaegar Targaryen', 'did to your sister--']",2.068
815,['the woman I loved.'],2.135
816,"[""I'll kill every Targaryen"", 'I get my hands on.']",3.269
817,"[""But you can't get"", 'your hands on this one, can you?']",2.202
818,"['This Khal Drogo,']",1.934
819,"[""it's said he has 100,000 men"", 'in his horde.']",2.334
820,"['Even a million Dothraki', 'are no threat to the realm,']",2.768
821,"['as long as they remain on the', 'other side of the Narrow Sea.']",2.801
822,"['They have no ships,', 'Robert.']",1.967
823,"['There are still those in the', 'Seven Kingdoms who call me usurper.']",3.169
824,"['If the Targaryen boy crosses', 'with a Dothraki horde at his back,']",3.269
825,"['- the scum will join him.', '- He will not cross.']",2.801
826,"['And if by chance he does,', ""we'll throw him back into the sea.""]",3.169
827,"[""There's a war coming, Ned.""]",2.102
828,"[""I don't know when,""]",1.834
829,"[""I don't know who"", ""we'll be fighting,""]",2.535
830,"[""but it's coming.""]",1.5
831,['Sit.'],1.9
832,"[""You'll be fed.""]",2.001
833,['Untie them.'],2.368
834,"['Ah, rapers.']",3.47
835,"['They were given a choice no doubt--', 'castration or the wall.']",3.803
836,['Most choose the knife.'],2.401
837,"['Not impressed', 'by your new brothers?']",2.902
838,"['Lovely thing', 'about the watch--']",1.935
839,"['you discard your old family', 'and get a whole new one.']",3.503
840,['Why do you read so much?'],2.168
841,"['Look at me and tell me', 'what you see.']",3.269
842,['Is this a trick?'],1.867
843,['What you see is a dwarf.'],3.703
844,"[""If I'd been born a peasant they might've"", 'left me out in the woods to die.']",3.436
845,"['Alas, I was born a Lannister', 'of Casterly Rock.']",3.803
846,['Things are expected of me.'],2.534
847,"['My father was the Hand', 'of the King for 20 years.']",2.435
848,"['Until your brother', 'killed that King.']",2.201
849,"['Yes, until my brother', 'killed him.']",3.969
850,"['Life is full of these', 'little ironies.']",2.635
851,"['My sister married', 'the new King']",1.968
852,"['and my repulsive nephew', 'will be King after him.']",3.203
853,"['I must do my part for the honor', ""of my house, wouldn't you agree?""]",3.302
854,['But how?'],1.934
855,"['Well, my brother', 'has his sword']",2.802
856,['and I have my mind.'],1.867
857,"['And a mind needs books', 'like a sword needs a whetstone.']",3.302
858,"[""That's why I read"", 'so much, Jon Snow.']",3.102
859,['And you?'],2.468
860,"[""What's your story,"", 'bastard?']",2.335
861,"['Ask me nicely and maybe', ""I'll tell you, dwarf.""]",3.002
862,"['A bastard boy', 'with nothing to inherit,']",2.969
863,['off to join'],1.935
864,"['the ancient order', ""of The Night's Watch,""]",2.468
865,"['alongside his Valiant', 'brothers-in-arms.']",3.969
866,"[""The Night's Watch protects"", 'the realm from--']",2.067
867,"['ah, yes yes, against grumpkins', 'and snarks']",3.235
868,"['and all the other monsters', 'your wet nurse warned you about.']",3.435
869,"[""You're a smart boy.""]",2.368
870,"[""You don't believe"", 'that nonsense.']",2.602
871,"[""Everything's better"", 'with some wine in the belly.']",3.136
872,"[""It's time we reviewed"", 'the accounts, my lady.']",3.869
873,"[""You'll want to know how much"", 'this royal visit has cost us.']",4.103
874,['Talk to Poole about it.'],2.602
875,"['Poole went south', 'with Lord Stark, my lady.']",3.102
876,"['We need a new steward,']",2.702
877,"['and there are several other', 'appointments that require']",3.169
878,"['- our immediate attention--', ""- I don't care about appointments!""]",4.104
879,"[""I'll make the appointments.""]",1.867
880,"[""We'll talk about it"", 'first thing in the morning.']",1.915
881,"['Very good, my Lord.']",2.2
882,['My Lady.'],1.633
883,"['When was the last time', 'you left this room?']",2.201
884,"['I have to take care', 'of him.']",2.635
